merchant_id,month,chargebacks,refunds,fraud_cases,risk_score
M0070,2024-06,36,107,10,43
M0552,2024-10,0,3,0,19
M0400,2024-03,0,4,0,13
M0283,2024-06,1,5,0,5
M0255,2024-02,1,4,0,22
M0074,2024-02,1,6,0,19
M0449,2024-09,3,12,1,21
M0056,2024-08,1,6,1,16
M0600,2024-10,1,3,0,18
M0259,2024-06,1,5,1,21
M0303,2024-12,2,7,0,24
M0384,2024-11,3,6,0,26
M0304,2024-12,3,6,1,50
M0281,2024-04,1,5,0,26
M0554,2024-01,2,30,3,15
M0339,2024-12,6,40,2,24
M0393,2024-03,0,2,0,10
M0046,2024-09,1,5,0,20
M0528,2024-03,1,6,0,30
M0537,2024-06,14,33,3,27
M0167,2024-06,4,12,1,19
M0269,2024-02,4,18,3,21
M0239,2024-11,1,4,0,12
M0061,2024-12,0,2,0,23
M0418,2024-11,2,9,2,14
M0248,2024-10,0,2,0,18
M0219,2024-05,3,17,3,19
M0318,2024-06,6,27,3,19
M0413,2024-05,44,209,17,20
M0510,2024-10,36,278,31,12
M0006,2024-05,1,4,0,23
M0199,2024-07,30,161,6,8
M0269,2024-12,4,17,3,18
M0004,2024-04,64,242,29,32
M0278,2024-07,0,1,0,20
M0384,2024-02,1,3,0,24
M0279,2024-06,2,6,1,18
M0372,2024-06,0,1,0,34
M0083,2024-05,2,5,1,18
M0546,2024-07,3,14,1,18
M0316,2024-08,3,10,1,25
M0131,2024-07,1,2,0,15
M0558,2024-09,1,4,0,15
M0351,2024-08,1,6,1,22
M0492,2024-07,1,9,1,24
M0294,2024-07,1,2,1,45
M0407,2024-09,8,18,6,64
M0312,2024-09,1,4,0,20
M0597,2024-04,1,2,0,18
M0199,2024-04,37,142,8,19
M0019,2024-08,0,6,0,19
M0170,2024-12,0,2,0,29
M0208,2024-01,57,189,17,20
M0191,2024-05,1,3,0,18
M0095,2024-01,8,18,1,16
M0033,2024-11,1,3,0,11
M0507,2024-10,5,31,2,24
M0066,2024-11,3,30,3,20
M0445,2024-05,0,1,0,18
M0249,2024-09,7,18,2,22
M0600,2024-04,1,3,0,13
M0458,2024-05,57,199,14,18
M0413,2024-08,28,190,25,22
M0308,2024-08,35,71,8,40
M0363,2024-11,1,5,1,18
M0331,2024-08,1,2,0,9
M0544,2024-08,29,72,11,22
M0178,2024-06,1,8,1,14
M0594,2024-04,1,3,0,14
M0208,2024-09,62,315,19,22
M0342,2024-06,5,26,3,21
M0585,2024-10,15,46,3,19
M0451,2024-01,4,7,1,20
M0353,2024-03,0,2,0,11
M0208,2024-10,83,261,15,17
M0103,2024-12,49,252,32,29
M0277,2024-10,3,16,2,16
M0236,2024-09,3,12,2,18
M0320,2024-10,2,12,2,26
M0549,2024-09,8,59,5,21
M0377,2024-10,2,3,0,21
M0581,2024-07,2,32,2,16
M0397,2024-06,1,3,0,26
M0558,2024-01,1,5,0,16
M0559,2024-09,9,21,2,20
M0345,2024-07,12,36,6,18
M0113,2024-11,2,21,1,18
M0562,2024-03,2,5,1,20
M0104,2024-02,0,1,0,14
M0352,2024-02,2,13,1,17
M0202,2024-12,3,18,3,41
M0178,2024-03,1,6,0,18
M0522,2024-06,5,31,3,25
M0182,2024-08,0,2,0,28
M0306,2024-03,0,2,0,19
M0015,2024-07,1,5,1,20
M0295,2024-10,6,24,3,15
M0188,2024-06,4,39,4,12
M0347,2024-07,1,7,0,17
M0082,2024-01,1,3,0,16
M0394,2024-07,1,6,0,14
M0276,2024-12,2,6,0,18
M0295,2024-06,8,28,1,18
M0391,2024-01,8,80,8,7
M0556,2024-10,1,5,0,28
M0190,2024-04,1,7,0,6
M0078,2024-09,68,224,24,19
M0421,2024-07,5,16,1,21
M0083,2024-04,2,8,1,18
M0125,2024-07,1,5,0,18
M0061,2024-11,0,2,0,27
M0456,2024-01,0,1,0,19
M0280,2024-09,15,19,9,58
M0332,2024-10,1,6,0,20
M0536,2024-08,2,9,2,19
M0086,2024-08,1,3,0,22
M0473,2024-10,1,3,0,25
M0570,2024-04,2,30,1,17
M0183,2024-04,1,7,1,21
M0458,2024-10,62,189,21,17
M0422,2024-09,4,10,2,35
M0359,2024-01,1,5,0,17
M0035,2024-12,1,4,1,17
M0313,2024-11,50,109,17,18
M0149,2024-06,5,8,1,21
M0042,2024-10,6,17,2,15
M0139,2024-03,1,6,1,22
M0403,2024-07,1,7,0,20
M0142,2024-02,6,33,1,31
M0549,2024-07,12,77,6,25
M0107,2024-05,13,94,11,23
M0488,2024-04,15,65,16,19
M0321,2024-03,3,17,1,20
M0564,2024-04,0,2,0,25
M0463,2024-04,2,6,1,28
M0595,2024-04,2,14,1,17
M0123,2024-01,7,37,1,15
M0236,2024-01,5,9,2,26
M0564,2024-01,1,3,0,19
M0551,2024-12,1,6,1,12
M0144,2024-04,1,4,0,21
M0167,2024-11,4,18,0,24
M0033,2024-03,1,3,0,17
M0128,2024-01,1,5,0,19
M0267,2024-05,2,6,0,17
M0109,2024-07,1,6,0,19
M0233,2024-04,5,32,2,19
M0112,2024-07,1,4,0,16
M0138,2024-05,1,5,0,25
M0488,2024-12,17,119,24,22
M0346,2024-11,1,1,0,22
M0439,2024-02,1,3,0,25
M0506,2024-10,8,24,2,19
M0475,2024-02,1,4,0,17
M0511,2024-05,2,6,1,30
M0522,2024-02,12,60,5,24
M0069,2024-06,5,17,1,14
M0393,2024-04,0,2,0,15
M0378,2024-07,7,32,4,21
M0145,2024-08,59,180,16,19
M0216,2024-02,1,3,0,23
M0446,2024-02,1,5,0,18
M0529,2024-03,5,32,5,20
M0432,2024-09,0,3,0,31
M0526,2024-02,1,6,0,14
M0505,2024-10,1,4,0,11
M0434,2024-01,0,1,0,18
M0226,2024-02,1,2,0,16
M0554,2024-02,3,31,3,21
M0170,2024-11,0,2,0,34
M0343,2024-04,3,7,1,26
M0046,2024-12,1,8,0,17
M0074,2024-08,2,9,0,16
M0144,2024-07,1,3,0,20
M0205,2024-09,1,3,0,19
M0023,2024-04,0,1,0,7
M0082,2024-05,1,3,0,15
M0575,2024-09,1,8,0,25
M0538,2024-03,6,22,3,13
M0334,2024-08,7,27,3,11
M0464,2024-09,7,68,4,26
M0022,2024-07,32,120,19,18
M0440,2024-08,0,2,0,13
M0448,2024-03,1,5,0,14
M0595,2024-10,2,15,1,15
M0292,2024-05,10,50,4,31
M0205,2024-08,1,6,1,26
M0255,2024-04,1,5,0,26
M0470,2024-01,2,8,1,18
M0521,2024-12,6,37,4,18
M0449,2024-12,4,22,3,23
M0507,2024-03,5,24,3,12
M0300,2024-12,53,163,34,20
M0465,2024-06,4,12,1,20
M0530,2024-07,11,50,3,19
M0414,2024-09,0,3,0,17
M0466,2024-03,3,27,2,37
M0374,2024-01,0,2,0,10
M0470,2024-08,4,12,2,22
M0527,2024-10,1,13,1,15
M0540,2024-07,1,3,0,20
M0074,2024-10,1,5,0,18
M0389,2024-12,1,6,0,14
M0520,2024-04,1,2,0,25
M0293,2024-06,5,35,6,18
M0438,2024-04,1,3,1,13
M0099,2024-07,32,166,23,17
M0063,2024-07,1,3,0,22
M0241,2024-03,1,6,0,14
M0246,2024-09,2,4,0,20
M0508,2024-09,23,72,8,17
M0103,2024-09,29,171,34,22
M0142,2024-06,9,32,2,22
M0529,2024-04,8,27,5,16
M0519,2024-01,0,1,0,15
M0335,2024-11,0,3,0,22
M0524,2024-08,1,4,1,19
M0508,2024-11,24,93,12,22
M0021,2024-12,16,48,9,12
M0328,2024-09,30,34,15,41
M0070,2024-09,51,121,15,46
M0593,2024-06,4,19,3,15
M0518,2024-04,1,3,0,20
M0407,2024-12,10,14,5,68
M0427,2024-02,0,2,0,13
M0176,2024-01,2,13,1,16
M0180,2024-02,10,21,5,24
M0030,2024-08,1,5,0,19
M0472,2024-07,1,6,0,19
M0131,2024-11,1,3,0,13
M0038,2024-09,1,2,0,19
M0441,2024-11,11,47,4,25
M0326,2024-06,2,9,0,18
M0506,2024-02,10,35,2,19
M0171,2024-05,0,3,0,24
M0170,2024-02,0,2,0,34
M0543,2024-03,0,3,0,30
M0318,2024-10,3,18,2,25
M0172,2024-09,1,7,0,6
M0093,2024-06,0,1,0,10
M0547,2024-01,2,4,0,16
M0540,2024-11,0,3,0,18
M0137,2024-12,3,7,1,29
M0031,2024-09,7,38,3,21
M0006,2024-11,1,4,0,17
M0406,2024-09,0,3,0,18
M0163,2024-03,8,47,2,21
M0582,2024-09,5,25,3,23
M0229,2024-07,2,8,1,21
M0053,2024-12,5,29,3,18
M0143,2024-12,24,60,10,28
M0019,2024-07,0,3,0,22
M0359,2024-03,1,4,0,13
M0264,2024-12,1,6,1,16
M0088,2024-02,12,29,5,21
M0441,2024-05,8,52,3,24
M0541,2024-12,2,16,2,26
M0049,2024-09,3,21,3,12
M0158,2024-01,6,16,2,16
M0467,2024-05,1,7,1,28
M0115,2024-12,7,37,2,22
M0097,2024-07,0,2,0,15
M0598,2024-01,3,21,1,20
M0326,2024-07,3,11,0,18
M0375,2024-08,2,17,1,22
M0426,2024-03,0,1,0,21
M0426,2024-11,0,3,0,14
M0363,2024-03,1,4,1,15
M0506,2024-08,9,28,2,16
M0266,2024-03,4,14,1,21
M0113,2024-12,2,26,1,14
M0475,2024-01,1,4,1,20
M0571,2024-02,1,7,0,20
M0426,2024-04,0,1,0,23
M0410,2024-08,5,35,7,18
M0346,2024-08,0,3,0,25
M0316,2024-01,2,7,1,17
M0486,2024-05,1,4,0,23
M0185,2024-08,3,11,1,21
M0337,2024-06,8,32,6,14
M0453,2024-02,5,12,1,19
M0455,2024-12,0,2,0,9
M0197,2024-09,11,55,1,32
M0081,2024-08,4,19,1,17
M0067,2024-12,1,7,1,17
M0344,2024-08,0,2,1,17
M0315,2024-10,1,2,0,11
M0383,2024-01,9,31,2,14
M0180,2024-05,12,38,5,16
M0201,2024-08,1,7,0,24
M0443,2024-03,1,6,0,20
M0131,2024-05,1,3,0,17
M0438,2024-02,1,3,0,16
M0515,2024-11,4,30,2,16
M0475,2024-09,1,6,1,26
M0376,2024-12,23,163,26,50
M0028,2024-08,2,9,1,33
M0295,2024-11,9,21,3,17
M0296,2024-07,0,3,0,17
M0093,2024-01,0,1,0,16
M0156,2024-10,3,9,2,39
M0479,2024-02,5,9,0,9
M0515,2024-10,5,34,3,24
M0570,2024-12,6,62,3,17
M0591,2024-04,2,5,2,44
M0450,2024-10,5,22,2,28
M0535,2024-04,3,40,4,13
M0554,2024-05,3,30,2,18
M0580,2024-08,2,10,2,35
M0490,2024-01,2,6,1,16
M0321,2024-11,3,14,1,22
M0230,2024-08,1,5,0,15
M0363,2024-04,1,4,1,16
M0279,2024-01,2,5,1,21
M0211,2024-07,0,1,0,14
M0419,2024-02,24,38,17,60
M0541,2024-09,2,13,1,21
M0201,2024-04,1,5,0,24
M0371,2024-11,0,2,0,14
M0210,2024-05,1,4,0,14
M0088,2024-01,7,31,4,20
M0051,2024-12,13,23,5,57
M0169,2024-02,1,3,0,16
M0068,2024-01,35,225,32,18
M0584,2024-03,0,3,0,18
M0096,2024-06,1,2,0,19
M0492,2024-12,1,9,1,19
M0214,2024-06,89,239,19,21
M0085,2024-05,6,14,3,63
M0525,2024-08,1,4,0,23
M0206,2024-10,4,23,4,17
M0084,2024-06,3,4,1,24
M0222,2024-01,0,1,0,11
M0420,2024-06,2,20,0,2
M0047,2024-04,4,7,2,46
M0567,2024-12,6,22,2,12
M0370,2024-09,1,3,0,14
M0443,2024-02,1,6,0,21
M0279,2024-10,1,6,1,19
M0165,2024-09,4,26,3,21
M0206,2024-02,5,27,3,17
M0412,2024-05,7,43,2,28
M0456,2024-03,0,1,0,17
M0177,2024-04,1,8,0,20
M0305,2024-05,2,5,1,61
M0559,2024-08,5,31,2,13
M0318,2024-09,4,21,2,17
M0014,2024-09,1,8,0,16
M0452,2024-03,1,3,0,18
M0011,2024-02,1,4,1,22
M0118,2024-11,2,17,2,22
M0595,2024-11,2,13,1,15
M0382,2024-06,6,40,3,23
M0132,2024-02,0,1,0,12
M0465,2024-01,5,12,2,22
M0088,2024-10,11,39,4,24
M0512,2024-07,16,203,21,21
M0079,2024-10,1,4,0,21
M0552,2024-08,0,5,0,30
M0570,2024-11,5,57,2,18
M0533,2024-05,0,1,0,30
M0419,2024-04,27,48,19,61
M0572,2024-06,8,29,4,14
M0538,2024-06,8,27,3,13
M0470,2024-02,3,7,1,24
M0006,2024-10,1,3,0,19
M0079,2024-12,2,7,0,25
M0435,2024-09,38,150,7,16
M0361,2024-05,5,8,3,18
M0298,2024-05,32,156,14,24
M0585,2024-03,11,47,3,18
M0167,2024-12,4,15,1,22
M0043,2024-09,9,24,2,15
M0503,2024-10,1,4,0,20
M0119,2024-03,0,3,0,15
M0329,2024-06,23,483,13,13
M0353,2024-06,0,1,0,17
M0229,2024-08,2,10,1,27
M0166,2024-07,0,3,0,18
M0482,2024-01,1,2,0,12
M0169,2024-01,1,3,0,17
M0293,2024-01,3,41,4,12
M0188,2024-02,8,35,3,21
M0080,2024-12,12,33,3,19
M0369,2024-05,1,4,0,14
M0274,2024-09,4,30,1,12
M0115,2024-09,7,43,2,18
M0597,2024-06,1,3,0,18
M0462,2024-09,3,21,3,26
M0269,2024-07,7,25,5,19
M0424,2024-04,10,19,5,60
M0104,2024-12,0,2,0,17
M0175,2024-02,3,34,2,21
M0072,2024-11,1,8,0,19
M0345,2024-12,14,41,5,16
M0301,2024-05,1,4,0,30
M0409,2024-01,1,4,0,18
M0531,2024-01,4,34,3,19
M0508,2024-03,22,76,9,28
M0545,2024-03,1,2,0,19
M0380,2024-07,0,1,0,12
M0593,2024-07,7,16,2,29
M0103,2024-08,42,220,46,17
M0331,2024-12,1,3,0,14
M0115,2024-08,8,36,3,23
M0153,2024-10,6,80,3,16
M0220,2024-05,1,3,0,18
M0255,2024-09,1,5,0,27
M0089,2024-11,0,2,0,15
M0341,2024-04,6,40,5,15
M0062,2024-05,2,7,1,21
M0566,2024-11,47,117,16,55
M0139,2024-09,1,8,1,20
M0011,2024-05,1,4,1,21
M0516,2024-07,1,5,0,24
M0038,2024-04,1,3,0,23
M0096,2024-04,1,2,0,19
M0304,2024-02,1,2,0,23
M0515,2024-02,4,35,2,27
M0116,2024-08,0,1,0,16
M0148,2024-04,0,2,0,19
M0125,2024-06,0,5,1,15
M0318,2024-04,3,22,2,25
M0339,2024-11,6,35,3,26
M0237,2024-02,1,5,0,20
M0270,2024-07,0,1,0,18
M0391,2024-11,8,92,8,11
M0594,2024-02,1,2,0,14
M0206,2024-05,6,30,4,25
M0508,2024-04,40,95,8,24
M0578,2024-01,1,2,0,27
M0382,2024-01,12,61,13,19
M0576,2024-05,3,32,2,13
M0189,2024-10,11,97,3,11
M0264,2024-02,1,10,1,23
M0353,2024-10,0,2,0,20
M0032,2024-10,3,17,1,20
M0463,2024-12,2,6,1,27
M0095,2024-07,9,20,1,20
M0373,2024-09,3,22,1,12
M0169,2024-10,1,2,0,17
M0046,2024-11,1,5,0,15
M0281,2024-07,1,3,0,24
M0594,2024-06,0,2,0,16
M0491,2024-08,2,7,0,21
M0116,2024-10,0,2,0,24
M0152,2024-05,0,5,0,17
M0161,2024-11,4,17,1,22
M0068,2024-05,22,187,27,14
M0568,2024-08,1,4,0,13
M0183,2024-08,2,7,1,27
M0138,2024-09,1,6,0,24
M0158,2024-08,8,17,2,20
M0529,2024-07,6,31,6,20
M0556,2024-07,2,8,1,29
M0054,2024-11,0,3,0,24
M0456,2024-05,0,1,0,22
M0574,2024-07,3,10,1,26
M0381,2024-07,0,1,0,18
M0008,2024-03,1,1,0,13
M0460,2024-09,3,13,1,19
M0214,2024-05,68,239,19,27
M0424,2024-11,12,14,6,64
M0051,2024-01,5,12,3,53
M0557,2024-04,2,10,1,16
M0421,2024-10,5,10,2,23
M0441,2024-07,7,43,4,21
M0028,2024-11,2,6,1,25
M0524,2024-06,1,6,1,22
M0173,2024-05,1,1,0,18
M0321,2024-02,2,15,2,19
M0474,2024-07,3,12,2,30
M0120,2024-04,6,39,4,18
M0485,2024-07,1,3,0,13
M0007,2024-12,6,12,7,52
M0272,2024-10,1,4,0,28
M0238,2024-08,1,3,0,26
M0516,2024-05,1,4,0,24
M0028,2024-06,1,5,0,25
M0186,2024-09,1,4,0,16
M0111,2024-09,1,6,1,21
M0036,2024-04,22,183,9,20
M0123,2024-06,11,54,2,17
M0392,2024-11,13,114,8,19
M0310,2024-06,0,3,0,12
M0002,2024-01,3,34,2,20
M0056,2024-01,1,5,0,21
M0166,2024-01,0,2,0,12
M0073,2024-02,0,1,0,22
M0023,2024-07,0,1,0,16
M0133,2024-02,0,1,0,22
M0375,2024-11,2,12,1,18
M0448,2024-10,1,7,0,19
M0489,2024-01,2,6,0,22
M0292,2024-11,14,67,5,23
M0327,2024-12,0,1,0,21
M0578,2024-08,1,2,0,24
M0064,2024-09,9,52,4,26
M0285,2024-10,1,5,1,21
M0505,2024-07,1,5,0,21
M0002,2024-07,3,47,2,21
M0003,2024-11,1,8,0,13
M0180,2024-03,13,31,5,24
M0148,2024-11,0,2,0,14
M0211,2024-02,0,2,0,13
M0201,2024-09,1,4,0,18
M0552,2024-03,0,2,0,18
M0270,2024-11,0,1,0,21
M0087,2024-08,0,2,0,32
M0268,2024-04,6,11,2,23
M0306,2024-12,1,2,0,16
M0361,2024-07,5,13,3,18
M0303,2024-11,2,5,0,19
M0059,2024-04,0,3,0,14
M0572,2024-03,8,27,2,17
M0520,2024-10,1,2,0,23
M0593,2024-12,7,17,3,23
M0055,2024-10,66,130,54,48
M0464,2024-12,8,38,4,27
M0239,2024-05,1,4,0,12
M0359,2024-06,1,4,0,12
M0450,2024-05,7,29,2,25
M0300,2024-08,37,91,38,10
M0125,2024-11,1,6,0,15
M0156,2024-06,2,7,1,24
M0156,2024-04,1,6,1,28
M0034,2024-10,24,87,12,23
M0346,2024-06,1,3,0,26
M0174,2024-01,2,6,1,23
M0486,2024-06,0,3,0,19
M0447,2024-01,1,3,0,17
M0436,2024-02,1,3,0,22
M0374,2024-10,0,2,0,14
M0217,2024-06,3,16,1,16
M0558,2024-11,1,6,1,19
M0075,2024-09,61,138,29,49
M0254,2024-01,2,9,0,23
M0212,2024-11,0,2,0,25
M0426,2024-02,0,1,0,19
M0554,2024-10,2,36,3,25
M0278,2024-04,0,1,0,22
M0045,2024-08,1,2,0,23
M0430,2024-04,1,5,0,24
M0007,2024-01,6,11,4,59
M0529,2024-12,8,33,6,21
M0014,2024-01,1,6,0,15
M0517,2024-08,2,7,1,21
M0419,2024-07,25,37,14,53
M0427,2024-05,0,2,0,16
M0544,2024-06,24,80,11,24
M0002,2024-10,2,23,1,19
M0560,2024-07,1,3,0,13
M0464,2024-01,8,57,5,22
M0022,2024-11,31,116,19,17
M0322,2024-09,0,1,0,13
M0123,2024-02,6,33,1,16
M0364,2024-07,1,7,1,18
M0316,2024-07,3,12,1,16
M0270,2024-09,0,1,0,22
M0095,2024-06,10,29,1,19
M0147,2024-07,1,6,0,19
M0207,2024-11,1,3,0,15
M0509,2024-02,1,4,1,14
M0364,2024-01,1,6,0,17
M0057,2024-05,1,3,0,24
M0355,2024-12,10,26,5,20
M0480,2024-02,8,43,6,26
M0288,2024-02,2,9,1,19
M0238,2024-10,1,3,0,21
M0161,2024-04,4,9,1,17
M0273,2024-12,1,6,1,10
M0496,2024-02,2,5,0,23
M0063,2024-01,1,2,0,23
M0271,2024-03,1,3,0,22
M0559,2024-10,8,32,3,22
M0527,2024-01,1,14,2,21
M0265,2024-08,1,11,1,16
M0269,2024-03,4,17,3,21
M0584,2024-09,1,3,1,13
M0115,2024-04,10,41,4,19
M0591,2024-06,2,5,1,53
M0430,2024-01,1,4,0,28
M0257,2024-05,7,12,3,71
M0366,2024-08,1,6,0,24
M0313,2024-02,35,63,11,19
M0297,2024-10,1,3,0,20
M0504,2024-04,0,3,0,18
M0456,2024-11,0,2,0,20
M0202,2024-07,3,13,2,34
M0490,2024-09,3,6,1,28
M0258,2024-06,3,5,1,30
M0194,2024-08,1,5,1,18
M0571,2024-06,1,10,1,24
M0454,2024-11,1,3,0,17
M0418,2024-04,2,11,2,10
M0184,2024-04,4,9,3,57
M0502,2024-07,9,47,3,30
M0367,2024-11,0,1,0,18
M0201,2024-05,1,6,0,17
M0192,2024-12,0,1,0,30
M0476,2024-11,0,3,0,18
M0376,2024-09,23,116,16,32
M0260,2024-06,1,4,1,17
M0183,2024-09,1,7,0,18
M0167,2024-01,3,15,1,22
M0383,2024-12,14,45,2,22
M0193,2024-12,1,3,0,13
M0097,2024-10,0,1,0,18
M0445,2024-06,0,1,0,20
M0156,2024-03,1,4,1,16
M0434,2024-09,0,1,0,18
M0339,2024-07,5,26,2,26
M0595,2024-02,2,16,1,14
M0467,2024-07,1,5,1,20
M0037,2024-01,10,59,3,23
M0540,2024-12,1,4,0,24
M0516,2024-02,1,5,0,21
M0162,2024-04,3,34,1,20
M0242,2024-08,1,5,0,29
M0581,2024-01,3,28,2,19
M0091,2024-08,8,61,9,28
M0301,2024-09,1,4,0,26
M0527,2024-02,1,13,1,19
M0012,2024-05,1,7,0,20
M0194,2024-04,1,4,1,28
M0181,2024-07,6,21,4,14
M0145,2024-10,30,144,18,13
M0082,2024-04,1,2,0,17
M0043,2024-12,8,23,2,18
M0481,2024-02,17,55,14,45
M0172,2024-10,1,4,0,6
M0193,2024-06,1,3,1,13
M0575,2024-02,1,5,0,25
M0182,2024-04,0,1,0,26
M0327,2024-11,0,0,0,12
M0390,2024-05,2,11,1,17
M0411,2024-12,1,4,0,15
M0204,2024-07,1,4,0,27
M0051,2024-02,7,11,3,60
M0232,2024-07,0,2,0,19
M0086,2024-04,1,1,0,26
M0272,2024-06,2,6,0,33
M0440,2024-12,1,2,0,17
M0297,2024-07,2,6,0,25
M0181,2024-12,8,26,2,15
M0168,2024-12,5,27,3,23
M0542,2024-03,4,41,3,21
M0021,2024-01,9,54,11,17
M0537,2024-04,13,22,3,24
M0514,2024-06,0,1,0,17
M0061,2024-02,0,3,0,26
M0120,2024-01,6,39,4,13
M0061,2024-06,0,3,0,27
M0142,2024-04,7,29,2,21
M0319,2024-12,4,15,2,17
M0321,2024-04,3,9,1,18
M0292,2024-04,9,44,3,31
M0256,2024-10,0,3,0,20
M0015,2024-10,1,5,1,18
M0214,2024-02,69,259,15,27
M0356,2024-11,8,30,3,19
M0530,2024-01,7,41,3,23
M0216,2024-08,2,4,0,19
M0394,2024-08,1,5,0,20
M0510,2024-05,51,202,30,18
M0189,2024-09,11,91,3,17
M0038,2024-10,1,3,0,16
M0466,2024-02,3,37,4,29
M0009,2024-05,1,5,1,22
M0075,2024-07,4,22,2,19
M0386,2024-07,0,1,0,15
M0561,2024-02,1,5,0,16
M0486,2024-01,1,3,0,30
M0375,2024-04,3,11,1,13
M0110,2024-04,1,4,1,26
M0284,2024-07,14,115,7,21
M0080,2024-11,13,40,2,21
M0070,2024-04,28,81,8,32
M0588,2024-02,1,4,1,15
M0121,2024-08,0,1,0,22
M0184,2024-07,7,11,4,65
M0172,2024-06,1,7,0,11
M0459,2024-12,0,2,0,18
M0005,2024-11,1,3,1,22
M0556,2024-05,1,6,1,28
M0501,2024-08,0,2,0,17
M0494,2024-09,2,2,1,17
M0454,2024-09,1,4,0,17
M0247,2024-12,46,84,18,22
M0010,2024-08,1,4,0,20
M0099,2024-09,36,136,26,14
M0194,2024-10,1,3,0,21
M0489,2024-08,2,8,0,24
M0403,2024-01,1,4,0,19
M0270,2024-05,0,1,0,17
M0137,2024-04,1,4,0,27
M0168,2024-03,3,26,2,14
M0478,2024-11,0,2,0,25
M0105,2024-10,0,2,0,13
M0026,2024-01,5,27,4,11
M0554,2024-04,3,32,4,19
M0086,2024-06,1,3,0,25
M0312,2024-12,1,6,0,25
M0469,2024-08,0,2,0,13
M0505,2024-03,1,7,0,19
M0170,2024-01,0,2,0,33
M0407,2024-07,9,21,6,62
M0005,2024-01,1,2,0,20
M0287,2024-01,1,3,0,12
M0312,2024-04,1,4,0,21
M0506,2024-03,11,36,3,15
M0209,2024-12,1,3,0,20
M0245,2024-01,0,6,0,19
M0572,2024-07,8,31,3,20
M0343,2024-05,2,6,1,17
M0175,2024-10,3,43,2,18
M0014,2024-11,1,6,0,13
M0385,2024-12,2,9,1,14
M0303,2024-03,1,6,0,18
M0329,2024-05,26,207,15,17
M0164,2024-09,0,1,0,19
M0489,2024-02,1,7,0,15
M0477,2024-04,1,2,0,19
M0142,2024-01,6,36,1,22
M0161,2024-10,3,9,1,17
M0482,2024-04,0,3,0,22
M0369,2024-07,0,4,0,14
M0428,2024-01,0,2,0,16
M0560,2024-05,1,3,0,14
M0330,2024-12,1,2,1,19
M0577,2024-02,1,3,0,16
M0271,2024-09,1,5,0,22
M0106,2024-11,23,52,12,17
M0161,2024-12,5,21,1,18
M0237,2024-11,1,4,0,17
M0206,2024-03,4,35,3,20
M0168,2024-10,5,26,1,14
M0233,2024-08,9,53,3,18
M0099,2024-01,20,87,23,21
M0454,2024-12,1,4,0,20
M0079,2024-09,1,7,0,26
M0547,2024-09,2,6,0,21
M0397,2024-12,2,3,0,21
M0585,2024-12,18,65,3,19
M0250,2024-10,0,5,0,16
M0349,2024-09,2,12,2,19
M0223,2024-03,1,5,0,25
M0492,2024-01,1,5,1,25
M0392,2024-05,3,44,2,20
M0277,2024-07,4,15,2,18
M0497,2024-08,1,8,1,19
M0579,2024-02,45,200,25,12
M0067,2024-07,1,4,1,10
M0223,2024-01,1,6,0,20
M0291,2024-07,2,10,1,23
M0383,2024-10,12,30,1,18
M0579,2024-07,40,159,16,15
M0170,2024-04,0,2,0,29
M0396,2024-03,70,217,41,22
M0171,2024-04,1,3,0,19
M0412,2024-07,10,45,2,24
M0548,2024-12,1,5,1,19
M0581,2024-03,2,26,1,15
M0008,2024-11,1,2,0,19
M0315,2024-03,1,2,0,7
M0037,2024-11,11,47,5,28
M0047,2024-09,5,9,1,36
M0172,2024-04,1,7,0,4
M0171,2024-09,1,5,0,18
M0490,2024-05,3,5,1,11
M0577,2024-06,1,5,0,19
M0493,2024-06,1,5,1,26
M0489,2024-11,1,10,0,18
M0078,2024-07,46,254,18,26
M0440,2024-02,1,2,0,15
M0038,2024-12,1,3,0,11
M0500,2024-06,5,23,1,16
M0089,2024-04,0,2,0,20
M0402,2024-05,0,2,0,21
M0568,2024-04,1,5,0,22
M0148,2024-01,0,2,0,18
M0231,2024-07,4,19,1,25
M0006,2024-07,1,6,0,17
M0252,2024-01,10,31,4,18
M0265,2024-04,1,12,1,13
M0242,2024-02,0,2,0,26
M0347,2024-12,1,8,1,22
M0052,2024-09,0,3,0,3
M0561,2024-05,1,4,0,13
M0584,2024-04,0,4,1,20
M0070,2024-02,14,62,4,21
M0325,2024-07,4,60,4,20
M0369,2024-10,1,6,1,14
M0116,2024-11,0,1,0,18
M0470,2024-04,3,7,1,21
M0450,2024-12,8,34,3,26
M0021,2024-07,12,43,8,10
M0336,2024-08,1,7,0,25
M0433,2024-06,1,4,0,23
M0401,2024-01,1,3,0,25
M0419,2024-11,20,30,14,55
M0217,2024-08,7,32,4,23
M0397,2024-05,1,3,0,23
M0405,2024-12,1,7,0,27
M0391,2024-08,7,93,5,14
M0089,2024-12,0,2,0,14
M0497,2024-10,2,10,1,14
M0550,2024-02,1,3,0,29
M0346,2024-12,1,2,0,23
M0511,2024-02,2,5,0,25
M0370,2024-11,1,2,0,19
M0220,2024-03,1,6,0,17
M0124,2024-04,13,34,3,28
M0231,2024-09,3,21,1,27
M0377,2024-03,2,4,0,18
M0593,2024-10,5,14,2,22
M0337,2024-02,8,40,4,23
M0435,2024-11,40,161,8,17
M0417,2024-06,10,62,2,20
M0545,2024-04,1,3,0,14
M0567,2024-03,5,28,2,18
