merchant_id,month,transaction_count,transaction_volume,authorisations,successful_authorisations
M0309,2024-09,87,2486.84,93,87
M0204,2024-10,211,3943.93,223,211
M0347,2024-07,236,19282.51,243,236
M0331,2024-12,188,2974.30,207,188
M0024,2024-04,149,41833.23,153,149
M0569,2024-12,1631,56788.88,1688,1631
M0546,2024-06,613,32326.91,623,613
M0118,2024-02,337,18966.66,369,337
M0446,2024-09,173,7193.48,190,173
M0056,2024-07,231,5330.05,236,231
M0230,2024-03,188,5473.32,193,188
M0574,2024-11,826,223995.34,861,826
M0426,2024-06,65,5549.87,69,65
M0101,2024-10,1441,45110.04,1482,1441
M0598,2024-09,890,62432.24,975,890
M0525,2024-07,174,9142.12,193,174
M0063,2024-08,202,41742.70,208,202
M0076,2024-04,1459,34377.88,1605,1459
M0190,2024-08,691,24098.44,712,691
M0267,2024-04,270,58852.56,296,270
M0316,2024-06,479,23890.54,495,479
M0560,2024-05,173,13558.05,192,173
M0381,2024-02,61,3906.09,67,61
M0569,2024-04,882,28589.20,957,882
M0264,2024-08,338,19409.78,364,338
M0483,2024-03,99,2426.70,108,99
M0124,2024-10,1950,1073780.01,1987,1950
M0554,2024-10,1108,150705.31,1193,1108
M0592,2024-08,328,5471.97,360,328
M0171,2024-11,212,4269.41,216,212
M0093,2024-07,70,2113.18,74,70
M0427,2024-11,100,2403.30,111,100
M0361,2024-10,1012,34605.97,1059,1012
M0376,2024-09,2222,101676.51,2295,2222
M0069,2024-12,1327,227978.78,1467,1327
M0164,2024-05,49,23695.41,52,49
M0306,2024-09,154,44698.65,159,154
M0228,2024-02,136,63229.08,143,136
M0428,2024-03,87,27775.09,96,87
M0593,2024-12,1147,45759.72,1233,1147
M0293,2024-11,1934,225721.91,2097,1934
M0107,2024-07,4863,247774.89,5217,4863
M0436,2024-08,167,67055.79,170,167
M0320,2024-06,717,201288.82,780,717
M0187,2024-03,286,36845.44,292,286
M0135,2024-11,208,4446.13,223,208
M0400,2024-06,123,32033.93,136,123
M0508,2024-11,6550,447660.36,6759,6550
M0299,2024-10,1127,70920.11,1149,1127
M0363,2024-08,326,27103.16,358,326
M0138,2024-01,174,75710.35,180,174
M0111,2024-09,196,48302.07,202,196
M0191,2024-08,225,6735.32,229,225
M0269,2024-06,1393,634949.85,1542,1393
M0429,2024-09,49,5610.59,53,49
M0240,2024-10,1907,131242.63,2040,1907
M0411,2024-01,178,30894.75,182,178
M0003,2024-08,221,4715.77,244,221
M0308,2024-10,2832,95798.81,2885,2832
M0568,2024-04,228,13152.08,235,228
M0218,2024-07,211,55099.88,215,211
M0444,2024-10,292,30295.18,323,292
M0398,2024-12,1452,59550.90,1571,1452
M0269,2024-05,1107,538909.97,1195,1107
M0537,2024-01,2097,58903.04,2299,2097
M0163,2024-11,2142,449170.33,2323,2142
M0115,2024-01,1474,60542.27,1529,1474
M0161,2024-08,1245,238057.33,1351,1245
M0554,2024-01,1286,173837.38,1397,1286
M0194,2024-07,199,51579.36,212,199
M0506,2024-07,1489,28029.92,1627,1489
M0587,2024-04,283,15870.80,305,283
M0563,2024-02,1852,443142.76,2009,1852
M0212,2024-05,89,4594.70,99,89
M0152,2024-06,329,120582.49,347,329
M0167,2024-12,783,81682.60,864,783
M0091,2024-09,2047,327853.83,2223,2047
M0145,2024-01,8311,2439335.84,8535,8311
M0192,2024-08,86,14406.96,96,86
M0321,2024-06,518,12300.42,552,518
M0402,2024-08,77,12927.88,82,77
M0308,2024-02,2280,75084.07,2472,2280
M0219,2024-05,817,113275.71,859,817
M0555,2024-09,1602,45875.12,1681,1602
M0031,2024-10,1816,42705.04,1963,1816
M0290,2024-11,1643,220937.59,1788,1643
M0523,2024-06,158,101796.71,175,158
M0282,2024-09,237,93251.21,251,237
M0169,2024-04,148,11683.56,163,148
M0375,2024-08,559,10861.64,599,559
M0328,2024-10,1785,31942.67,1846,1785
M0399,2024-02,147,61392.02,151,147
M0449,2024-10,494,38123.84,517,494
M0219,2024-10,680,93283.44,723,680
M0463,2024-10,229,61125.66,234,229
M0183,2024-08,307,43128.47,313,307
M0367,2024-12,78,4369.05,79,78
M0245,2024-06,201,1944.96,212,201
M0093,2024-08,64,1985.88,68,64
M0591,2024-07,99,19174.78,105,99
M0083,2024-07,502,15178.35,552,502
M0068,2024-05,9222,180089.28,10054,9222
M0104,2024-09,70,6673.40,73,70
M0176,2024-10,802,173669.79,846,802
M0538,2024-07,2019,81228.31,2209,2019
M0448,2024-09,294,45255.60,324,294
M0507,2024-03,1821,600503.23,1963,1821
M0243,2024-06,184,44163.09,187,184
M0027,2024-01,1100,249424.90,1142,1100
M0234,2024-01,259,17180.43,268,259
M0533,2024-10,36,8366.49,37,36
M0197,2024-09,1591,243278.17,1688,1591
M0199,2024-08,10036,99685.79,10497,10036
M0495,2024-03,588,8476.18,632,588
M0571,2024-11,273,107231.55,299,273
M0031,2024-08,2164,54972.43,2229,2164
M0036,2024-10,8223,2526216.23,8679,8223
M0441,2024-05,1544,40499.93,1662,1544
M0309,2024-12,98,3133.32,102,98
M0276,2024-08,260,9956.29,275,260
M0458,2024-08,7991,618108.57,8162,7991
M0134,2024-05,128,14964.73,138,128
M0236,2024-08,998,37449.02,1066,998
M0560,2024-11,178,12845.73,192,178
M0575,2024-07,288,43093.15,300,288
M0462,2024-05,928,221043.40,1002,928
M0468,2024-03,9920,264160.01,10493,9920
M0385,2024-05,1023,114486.94,1043,1023
M0046,2024-11,212,6910.16,234,212
M0587,2024-01,261,15016.19,266,261
M0266,2024-05,739,45383.33,788,739
M0205,2024-09,145,17945.96,148,145
M0404,2024-01,1182,289968.36,1287,1182
M0376,2024-11,2094,95071.69,2305,2094
M0456,2024-08,46,1473.74,50,46
M0010,2024-11,320,15736.92,350,320
M0129,2024-01,246,14735.88,263,246
M0052,2024-07,202,2735.83,206,202
M0576,2024-07,1709,76033.43,1898,1709
M0028,2024-02,286,94851.29,311,286
M0335,2024-01,115,6209.14,121,115
M0577,2024-12,307,58693.64,321,307
M0492,2024-05,327,8316.16,333,327
M0380,2024-05,50,4969.17,52,50
M0587,2024-08,210,11766.21,231,210
M0409,2024-01,184,91304.87,200,184
M0431,2024-06,179,1270.26,189,179
M0063,2024-11,177,33427.70,192,177
M0509,2024-11,350,72151.14,362,350
M0123,2024-05,1281,51860.89,1418,1281
M0221,2024-05,1019,68594.96,1062,1019
M0152,2024-11,242,84396.54,249,242
M0139,2024-09,324,24806.11,351,324
M0014,2024-04,283,38098.59,290,283
M0590,2024-07,281,2723.84,293,281
M0035,2024-08,216,8377.62,221,216
M0355,2024-05,1903,17589.76,2084,1903
M0490,2024-10,388,28790.32,402,388
M0220,2024-07,126,2953.07,139,126
M0047,2024-08,324,64327.50,351,324
M0356,2024-07,1458,656844.89,1527,1458
M0352,2024-09,874,131134.09,943,874
M0338,2024-06,405,98163.13,425,405
M0103,2024-01,8995,2151158.66,9891,8995
M0188,2024-03,1592,28677.77,1722,1592
M0525,2024-02,159,8329.46,163,159
M0570,2024-06,1526,98512.51,1641,1526
M0600,2024-01,170,80067.81,173,170
M0183,2024-04,270,36442.99,293,270
M0367,2024-08,65,3301.55,68,65
M0261,2024-12,92,21646.87,102,92
M0219,2024-01,721,96537.91,798,721
M0109,2024-09,220,11566.32,224,220
M0273,2024-02,178,8809.16,194,178
M0475,2024-12,428,29594.59,458,428
M0040,2024-05,240,102226.41,258,240
M0239,2024-04,278,89857.62,287,278
M0417,2024-09,1774,605750.11,1912,1774
M0043,2024-09,1383,17705.67,1510,1383
M0180,2024-07,2768,505466.31,2813,2768
M0126,2024-08,288,14965.72,306,288
M0155,2024-10,894,105791.43,956,894
M0350,2024-11,574,238149.60,592,574
M0232,2024-11,74,1659.68,76,74
M0383,2024-04,1963,930413.05,2167,1963
M0192,2024-10,66,11691.40,72,66
M0339,2024-11,1425,343869.08,1544,1425
M0364,2024-08,365,58049.57,403,365
M0037,2024-09,2497,1158959.50,2615,2497
M0457,2024-02,1624,161327.01,1687,1624
M0340,2024-07,2810,535624.54,2997,2810
M0509,2024-06,335,68236.41,355,335
M0319,2024-10,792,20717.99,831,792
M0435,2024-05,7976,203207.65,8798,7976
M0531,2024-04,1466,87361.87,1510,1466
M0593,2024-06,1001,39442.18,1031,1001
M0375,2024-05,550,10632.63,604,550
M0279,2024-11,344,35967.11,349,344
M0359,2024-06,196,3690.92,207,196
M0019,2024-06,249,3839.52,267,249
M0362,2024-09,76,3665.77,81,76
M0459,2024-10,80,1548.24,88,80
M0482,2024-12,153,7359.66,161,153
M0166,2024-10,86,2656.74,93,86
M0552,2024-06,184,94667.32,204,184
M0522,2024-06,1125,446146.72,1227,1125
M0271,2024-11,174,61499.01,190,174
M0188,2024-09,1441,28039.25,1563,1441
M0328,2024-11,1734,31534.88,1847,1734
M0565,2024-12,261,42514.72,270,261
M0570,2024-11,2096,141153.56,2250,2096
M0509,2024-04,339,68630.04,348,339
M0599,2024-10,5327,184067.01,5475,5327
M0344,2024-02,146,8494.30,159,146
M0520,2024-05,81,2596.44,86,81
M0126,2024-10,323,16763.54,353,323
M0247,2024-08,7589,2790175.07,7945,7589
M0586,2024-08,95,34064.65,100,95
M0056,2024-01,213,4914.62,232,213
M0492,2024-01,262,7057.41,277,262
M0523,2024-04,127,76850.18,139,127
M0415,2024-01,10605,1295489.71,10983,10605
M0404,2024-02,930,227317.65,1009,930
M0576,2024-08,1651,71719.46,1707,1651
M0531,2024-10,1484,88192.51,1616,1484
M0335,2024-04,110,5931.84,115,110
M0375,2024-07,540,10379.59,595,540
M0334,2024-04,1387,11914.66,1432,1387
M0353,2024-05,114,56080.20,125,114
M0583,2024-03,307,175144.54,322,307
M0008,2024-08,156,45870.07,171,156
M0493,2024-08,249,14167.41,256,249
M0361,2024-02,901,30488.15,985,901
M0280,2024-03,591,236631.54,624,591
M0537,2024-02,1750,44675.41,1830,1750
M0153,2024-07,1731,47996.83,1910,1731
M0011,2024-12,228,4213.21,245,228
M0480,2024-09,1940,917133.30,2112,1940
M0426,2024-05,65,5895.15,66,65
M0219,2024-04,767,105519.27,791,767
M0154,2024-02,237,8772.12,258,237
M0204,2024-06,210,4263.55,218,210
M0001,2024-07,183,94150.25,191,183
M0385,2024-12,1017,125751.13,1035,1017
M0355,2024-10,1413,12592.68,1468,1413
M0393,2024-12,331,9568.24,361,331
M0527,2024-02,372,31904.84,400,372
M0378,2024-11,4778,847912.68,5119,4778
M0263,2024-02,182,29632.91,194,182
M0350,2024-07,801,343187.82,862,801
M0036,2024-12,11724,3993041.43,12405,11724
M0131,2024-09,218,7546.79,223,218
M0127,2024-04,66,1126.98,68,66
M0492,2024-06,282,7283.67,290,282
M0582,2024-06,5069,343219.55,5415,5069
M0149,2024-04,604,300684.95,671,604
M0235,2024-08,1069,75509.42,1092,1069
M0035,2024-11,208,8880.48,224,208
M0513,2024-11,1455,795689.02,1491,1455
M0522,2024-03,1868,765275.34,2011,1868
M0366,2024-01,126,5309.27,131,126
M0001,2024-03,255,129628.37,279,255
M0336,2024-04,267,45023.30,281,267
M0528,2024-12,179,31521.74,183,179
M0530,2024-08,1789,69068.69,1946,1789
M0483,2024-01,109,2639.04,115,109
M0066,2024-08,2574,465284.14,2661,2574
M0194,2024-01,136,35546.83,142,136
M0207,2024-06,148,3026.55,156,148
M0410,2024-06,2096,627347.10,2131,2096
M0485,2024-12,219,7464.49,233,219
M0392,2024-03,1034,329788.12,1137,1034
M0582,2024-01,3393,221786.33,3485,3393
M0178,2024-11,256,61727.85,265,256
M0061,2024-08,57,8610.86,58,57
M0493,2024-03,236,13799.16,256,236
M0249,2024-06,1082,351510.47,1166,1082
M0075,2024-09,3044,102067.44,3380,3044
M0449,2024-01,346,27234.57,368,346
M0351,2024-09,206,74613.21,214,206
M0030,2024-03,176,16224.80,180,176
M0543,2024-02,112,38084.14,117,112
M0140,2024-02,791,103042.25,806,791
M0498,2024-05,116,42095.58,125,116
M0172,2024-06,776,22742.01,820,776
M0519,2024-06,38,19746.56,43,38
M0204,2024-02,229,4778.16,237,229
M0338,2024-09,523,136200.57,566,523
M0237,2024-01,166,9324.22,178,166
M0266,2024-02,682,41471.71,728,682
M0208,2024-11,11741,483460.41,12598,11741
M0457,2024-04,1772,168993.98,1834,1772
M0341,2024-04,1883,138931.90,2017,1883
M0212,2024-11,89,4191.68,98,89
M0565,2024-11,300,55036.54,321,300
M0129,2024-06,269,16841.68,292,269
M0172,2024-10,708,22480.78,725,708
M0591,2024-03,96,18522.03,103,96
M0276,2024-04,229,8476.69,240,229
M0003,2024-11,289,6076.00,315,289
M0318,2024-08,1267,264718.00,1363,1267
M0365,2024-02,161,5289.17,164,161
M0592,2024-02,356,5488.89,392,356
M0367,2024-06,68,3837.38,72,68
M0492,2024-03,281,7801.72,289,281
M0578,2024-08,153,52341.34,161,153
M0091,2024-10,1621,255691.71,1786,1621
M0028,2024-05,299,87485.30,332,299
M0368,2024-03,3967,103497.66,4069,3967
M0537,2024-06,1911,47767.44,2120,1911
M0299,2024-05,1010,66087.69,1052,1010
M0348,2024-04,256,7371.54,263,256
M0040,2024-06,286,129530.10,299,286
M0052,2024-08,240,2838.19,247,240
M0258,2024-05,297,140971.21,302,297
M0280,2024-05,664,278721.38,679,664
M0015,2024-11,322,18139.15,357,322
M0141,2024-11,171,48139.45,185,171
M0567,2024-11,1240,218982.66,1338,1240
M0390,2024-12,666,31838.18,699,666
M0365,2024-09,152,4760.47,160,152
M0342,2024-01,978,34478.86,1065,978
M0079,2024-06,331,112932.11,340,331
M0254,2024-09,504,133486.85,530,504
M0086,2024-12,158,74495.69,163,158
M0228,2024-07,244,119076.74,267,244
M0405,2024-02,208,33917.04,213,208
M0333,2024-03,60,807.02,64,60
M0218,2024-03,130,35862.42,141,130
M0182,2024-01,51,2749.31,53,51
M0536,2024-10,519,87980.25,571,519
M0345,2024-07,1925,42078.07,1968,1925
M0050,2024-10,87,6801.96,92,87
M0027,2024-08,1686,372861.49,1722,1686
M0505,2024-08,175,6796.14,183,175
M0491,2024-09,222,14236.99,243,222
M0050,2024-07,90,6341.33,92,90
M0240,2024-02,1854,118212.91,1892,1854
M0181,2024-07,1893,475276.11,1998,1893
M0549,2024-08,2036,547272.65,2173,2036
M0247,2024-03,5948,2112390.77,6371,5948
M0578,2024-10,138,41203.36,144,138
M0398,2024-11,1271,53493.19,1308,1271
M0504,2024-12,176,25547.90,194,176
M0073,2024-01,67,21962.00,70,67
M0380,2024-07,66,5786.18,68,66
M0404,2024-07,1662,419544.13,1802,1662
M0150,2024-04,10973,790195.76,11483,10973
M0510,2024-08,8900,150706.66,9590,8900
M0323,2024-10,421,90601.09,438,421
M0130,2024-09,163,4939.87,170,163
M0285,2024-01,248,4621.00,258,248
M0374,2024-04,145,9088.86,149,145
M0084,2024-06,360,180131.88,384,360
M0175,2024-10,1451,25023.66,1483,1451
M0540,2024-12,129,37776.29,135,129
M0131,2024-07,188,6258.14,207,188
M0461,2024-11,2086,1202268.06,2125,2086
M0076,2024-11,2428,60970.38,2549,2428
M0203,2024-10,287,8760.82,298,287
M0145,2024-10,9526,3172648.71,10154,9526
M0491,2024-05,235,15998.01,239,235
M0161,2024-04,821,170195.47,849,821
M0592,2024-01,336,5269.28,349,336
M0236,2024-05,766,26488.63,834,766
M0517,2024-01,238,6197.61,250,238
M0556,2024-05,209,73235.31,228,209
M0401,2024-12,340,172979.30,367,340
M0160,2024-09,1400,66773.83,1532,1400
M0550,2024-09,263,76611.10,269,263
M0581,2024-02,873,31052.22,889,873
M0540,2024-11,90,25316.55,98,90
M0469,2024-09,81,1933.03,83,81
M0530,2024-12,2683,117523.53,2818,2683
M0224,2024-09,1480,23765.10,1632,1480
M0520,2024-10,91,2602.98,95,91
M0053,2024-08,2235,308526.21,2301,2235
M0465,2024-03,915,33705.29,938,915
M0116,2024-11,49,13857.18,53,49
M0133,2024-07,39,2218.38,42,39
M0572,2024-07,1402,49803.49,1465,1402
M0532,2024-10,3931,203451.68,4142,3931
M0438,2024-10,194,82733.18,204,194
M0316,2024-03,397,21625.55,430,397
M0328,2024-01,1649,29349.56,1710,1649
M0393,2024-10,284,8806.13,306,284
M0378,2024-04,1491,263802.96,1545,1491
M0490,2024-06,377,26384.09,408,377
M0248,2024-11,179,7218.54,189,179
M0578,2024-02,113,32818.99,119,113
M0033,2024-12,169,8874.56,175,169
M0453,2024-06,871,41178.54,902,871
M0172,2024-04,840,25402.85,918,840
M0056,2024-11,252,6232.62,268,252
M0110,2024-01,259,71321.61,278,259
M0326,2024-11,366,8045.75,392,366
M0126,2024-12,435,23041.86,466,435
M0232,2024-07,58,1419.26,62,58
M0158,2024-07,1503,40363.27,1567,1503
M0502,2024-08,1284,350377.28,1339,1284
M0219,2024-07,993,136892.05,1070,993
M0099,2024-06,9166,718788.38,9559,9166
M0380,2024-09,50,4586.33,53,50
M0244,2024-06,1790,14933.38,1902,1790
M0403,2024-08,283,99118.25,289,283
M0204,2024-05,211,4008.42,217,211
M0313,2024-05,6549,499121.07,7277,6549
M0149,2024-11,572,297589.47,582,572
M0180,2024-10,1679,317904.72,1809,1679
M0397,2024-07,240,84835.43,253,240
M0356,2024-08,2474,1248113.78,2550,2474
M0476,2024-01,133,24469.18,139,133
M0135,2024-04,172,3661.77,189,172
M0205,2024-04,148,18588.53,154,148
M0406,2024-06,164,2901.08,174,164
M0152,2024-08,320,118886.26,352,320
M0309,2024-06,102,3251.57,112,102
M0571,2024-05,308,124307.73,338,308
M0373,2024-11,808,47291.90,876,808
M0239,2024-02,216,74616.82,229,216
M0276,2024-07,228,8468.57,243,228
M0055,2024-10,3823,80675.04,4240,3823
M0397,2024-10,167,63576.97,179,167
M0590,2024-02,245,2645.86,261,245
M0480,2024-10,1677,831398.26,1831,1677
M0588,2024-11,306,53144.34,323,306
M0416,2024-11,7837,1352037.32,8465,7837
M0572,2024-04,1766,62426.45,1837,1766
M0364,2024-07,348,54832.33,372,348
M0178,2024-08,361,95288.84,369,361
M0056,2024-09,258,5869.73,274,258
M0507,2024-05,2001,734763.09,2208,2001
M0159,2024-09,1918,64622.60,2004,1918
M0171,2024-02,114,2126.22,117,114
M0069,2024-01,1831,351399.70,1933,1831
M0146,2024-03,1100,402357.87,1190,1100
M0445,2024-07,46,2873.20,49,46
M0132,2024-08,155,6688.02,168,155
M0585,2024-07,2024,60141.93,2141,2024
M0379,2024-09,9624,2462504.22,10307,9624
M0306,2024-08,127,32011.42,139,127
M0177,2024-12,325,6450.49,354,325
M0149,2024-07,700,380498.01,758,700
M0488,2024-07,4717,399178.23,5023,4717
M0250,2024-07,158,30467.58,164,158
M0015,2024-12,360,20703.98,386,360
M0073,2024-07,107,34891.55,112,107
M0571,2024-10,248,101903.76,270,248
M0430,2024-05,228,53427.04,250,228
M0178,2024-05,251,58718.57,261,251
M0332,2024-05,196,10920.83,208,196
M0423,2024-09,4501,2292808.72,4574,4501
M0534,2024-04,1054,51630.61,1120,1054
M0203,2024-02,253,7154.29,265,253
M0556,2024-02,186,67464.23,196,186
M0327,2024-07,81,51250.73,85,81
M0238,2024-05,149,4000.74,158,149
M0486,2024-03,129,55231.32,141,129
M0053,2024-11,1847,253870.59,1899,1847
M0525,2024-08,158,8313.69,164,158
M0484,2024-10,7775,204878.56,8372,7775
M0541,2024-07,714,66858.64,765,714
M0051,2024-12,449,22171.05,476,449
M0369,2024-02,213,12845.52,222,213
M0564,2024-08,197,9497.46,212,197
M0197,2024-10,1459,223005.59,1531,1459
M0204,2024-03,203,3912.71,218,203
M0180,2024-12,2557,514467.52,2782,2557
M0517,2024-09,238,6288.43,254,238
M0593,2024-04,967,34535.97,994,967
M0127,2024-02,71,1190.11,76,71
M0255,2024-12,209,14759.67,214,209
M0366,2024-02,123,5208.20,136,123
M0505,2024-10,174,6413.38,184,174
M0529,2024-10,1835,67660.99,1865,1835
M0503,2024-05,204,2934.33,220,204
M0496,2024-07,160,13747.03,176,160
M0532,2024-08,2974,142921.46,3263,2974
M0066,2024-10,1912,326616.55,2025,1912
M0430,2024-12,205,46591.87,219,205
M0067,2024-02,187,13289.21,207,187
M0092,2024-04,219,8796.35,238,219
M0141,2024-07,240,69502.76,252,240
M0029,2024-03,394,8397.49,409,394
M0390,2024-09,682,32365.92,702,682
M0220,2024-04,182,4332.03,198,182
M0368,2024-07,4469,109789.65,4894,4469
M0211,2024-02,53,15868.71,55,53
M0302,2024-01,43,2377.26,46,43
M0496,2024-02,174,15326.58,184,174
M0552,2024-03,237,116854.17,260,237
M0063,2024-06,210,43881.28,215,210
M0496,2024-03,167,14559.91,185,167
M0057,2024-02,107,45036.47,113,107
M0447,2024-05,173,4119.95,183,173
M0311,2024-02,1683,33028.18,1745,1683
M0580,2024-02,232,9001.87,255,232
M0352,2024-03,707,109730.79,720,707
M0084,2024-09,561,291803.80,598,561
M0187,2024-04,241,33802.91,245,241
M0580,2024-04,249,9790.28,259,249
M0293,2024-08,1803,219237.49,1915,1803
M0287,2024-12,239,5989.85,256,239
M0164,2024-01,47,21280.11,51,47
M0395,2024-05,9079,1062629.85,9321,9079
M0071,2024-05,922,11008.14,939,922
M0140,2024-08,902,117993.39,960,902
M0573,2024-11,68,4270.89,75,68
M0186,2024-04,236,35132.63,255,236
M0328,2024-08,1484,26059.40,1524,1484
M0245,2024-03,195,1891.75,214,195
M0258,2024-02,241,100413.86,265,241
M0030,2024-07,194,19033.00,213,194
M0213,2024-09,164,17863.70,179,164
M0020,2024-02,1929,122902.73,2008,1929
M0245,2024-10,191,1962.95,207,191
M0156,2024-12,264,3814.19,270,264
M0512,2024-03,7032,605092.55,7687,7032
M0111,2024-03,175,41941.59,188,175
M0383,2024-03,1331,673446.52,1464,1331
M0178,2024-01,246,61137.95,272,246
M0066,2024-12,1474,223275.47,1552,1474
M0522,2024-11,2082,867242.21,2300,2082
M0516,2024-01,212,4094.07,221,212
M0335,2024-10,120,5972.82,128,120
M0129,2024-10,309,17958.40,326,309
M0192,2024-04,56,10021.36,62,56
M0233,2024-05,1147,80043.31,1172,1147
M0196,2024-03,133,58351.54,135,133
M0558,2024-11,369,23631.84,400,369
M0102,2024-07,206,9911.54,216,206
M0134,2024-09,123,14524.10,131,123
M0001,2024-04,316,171038.37,331,316
M0439,2024-12,134,68282.26,140,134
M0212,2024-04,86,4258.95,88,86
M0330,2024-05,164,5782.42,175,164
M0181,2024-03,1443,386831.46,1573,1443
M0362,2024-03,62,3155.01,65,62
M0141,2024-09,178,49298.22,191,178
M0014,2024-02,247,30174.17,262,247
M0440,2024-12,95,18839.33,99,95
M0559,2024-08,1432,34484.41,1475,1432
M0065,2024-10,142,6480.37,148,142
M0264,2024-10,262,15025.91,283,262
M0382,2024-11,3328,884357.04,3664,3328
M0249,2024-09,915,298481.63,990,915
M0278,2024-10,40,24894.50,44,40
M0502,2024-01,936,239500.87,966,936
M0036,2024-05,9003,2990901.60,9915,9003
M0395,2024-10,8423,864265.71,8840,8423
M0071,2024-04,1043,11988.85,1088,1043
M0440,2024-02,111,21975.53,116,111
M0151,2024-11,145,51262.43,154,145
M0222,2024-02,83,2259.22,86,83
M0339,2024-10,1526,346748.69,1621,1526
M0442,2024-06,5294,1125482.33,5764,5294
M0451,2024-10,440,26271.91,473,440
M0132,2024-04,125,5401.43,132,125
M0035,2024-04,221,8817.75,234,221
M0018,2024-06,39,10680.19,40,39
M0280,2024-09,676,266933.19,716,676
M0188,2024-05,1382,26081.69,1525,1382
M0360,2024-03,2085,725043.29,2221,2085
M0381,2024-11,101,6247.80,112,101
M0561,2024-01,200,11632.13,210,200
M0099,2024-08,9612,718216.25,10383,9612
M0473,2024-01,105,56465.28,111,105
M0549,2024-09,2018,480210.40,2147,2018
M0174,2024-06,212,33855.93,234,212
M0353,2024-10,129,63169.34,133,129
M0401,2024-08,294,146363.58,325,294
M0441,2024-02,1438,34199.48,1536,1438
M0513,2024-03,1273,779326.79,1393,1273
M0596,2024-01,261,84310.90,267,261
M0261,2024-10,72,15655.89,78,72
M0377,2024-06,354,160485.40,387,354
M0213,2024-06,225,22641.37,236,225
M0069,2024-02,1635,339081.88,1737,1635
M0360,2024-12,2333,838867.94,2550,2333
M0383,2024-02,1356,667028.46,1408,1356
M0541,2024-05,588,56069.56,616,588
M0334,2024-08,1370,11383.22,1472,1370
M0200,2024-01,197,10784.65,208,197
M0249,2024-05,832,246768.77,850,832
M0229,2024-03,307,23871.94,333,307
M0506,2024-10,1408,24268.01,1492,1408
M0214,2024-08,10441,668421.97,11134,10441
M0421,2024-08,707,10882.31,735,707
M0135,2024-12,242,4897.69,256,242
M0165,2024-08,998,49353.46,1087,998
M0553,2024-07,75,30505.07,82,75
M0065,2024-01,186,9186.53,200,186
M0234,2024-06,290,18702.07,301,290
M0256,2024-11,157,49728.90,173,157
M0323,2024-02,370,71024.07,375,370
M0302,2024-12,48,2927.07,53,48
M0512,2024-02,6076,496783.21,6426,6076
M0268,2024-10,656,57883.07,706,656
M0402,2024-03,67,11127.20,71,67
M0059,2024-05,127,20376.61,129,127
M0023,2024-03,84,1961.82,92,84
M0203,2024-11,254,7538.20,266,254
M0393,2024-08,274,7995.19,298,274
M0066,2024-01,2000,347552.44,2194,2000
M0348,2024-11,360,12918.18,400,360
M0442,2024-08,5125,1029017.72,5594,5125
M0396,2024-11,10544,1065367.16,11229,10544
M0580,2024-07,268,11093.39,276,268
M0367,2024-05,72,3914.77,76,72
M0142,2024-06,1238,73056.34,1333,1238
M0559,2024-03,1441,40653.04,1555,1441
M0502,2024-11,974,240560.38,1013,974
M0479,2024-01,716,12449.14,792,716
M0263,2024-01,191,30979.03,201,191
M0051,2024-01,209,9333.66,227,209
M0427,2024-06,101,2333.56,110,101
M0214,2024-04,9733,577359.82,10768,9733
M0452,2024-02,95,4534.32,101,95
M0161,2024-02,749,153891.02,780,749
M0479,2024-07,746,11955.21,814,746
M0310,2024-11,254,11431.16,259,254
M0128,2024-10,259,144239.08,265,259
M0471,2024-01,224,6418.98,230,224
M0524,2024-03,240,71200.50,257,240
M0175,2024-12,1428,27151.52,1456,1428
M0466,2024-01,1034,249485.59,1140,1034
M0192,2024-07,95,16800.03,99,95
M0146,2024-08,1228,426629.15,1357,1228
M0571,2024-03,256,110587.35,277,256
M0555,2024-04,1649,45262.50,1714,1649
M0070,2024-09,2989,62786.62,3195,2989
M0505,2024-03,168,5848.52,172,168
M0263,2024-05,210,33320.84,214,210
M0002,2024-03,1007,165181.08,1109,1007
M0104,2024-05,81,7700.14,88,81
M0521,2024-01,1517,59558.55,1666,1517
M0598,2024-12,1477,100182.75,1519,1477
M0083,2024-12,516,15502.53,569,516
M0198,2024-10,391,14609.42,430,391
M0495,2024-08,601,9031.27,658,601
M0067,2024-06,247,16268.24,254,247
M0353,2024-12,115,56891.14,118,115
M0364,2024-12,336,50630.35,349,336
M0152,2024-09,273,98735.92,285,273
M0336,2024-09,270,46019.37,277,270
M0520,2024-11,88,2760.55,92,88
M0049,2024-05,273,139559.59,280,273
M0260,2024-11,194,39823.20,210,194
M0184,2024-10,187,50595.78,190,187
M0471,2024-06,265,7806.68,293,265
M0414,2024-07,139,1321.36,146,139
M0208,2024-12,10935,436761.80,11711,10935
M0525,2024-03,150,7754.43,161,150
M0170,2024-05,75,4495.70,81,75
M0395,2024-03,7612,823530.82,8129,7612
M0256,2024-08,207,56814.47,222,207
M0356,2024-09,2167,1010694.85,2373,2167
M0381,2024-04,83,5279.16,91,83
M0545,2024-03,128,2372.98,133,128
M0252,2024-05,1830,434496.34,1951,1830
M0075,2024-07,1003,33686.66,1076,1003
M0187,2024-09,295,39504.47,322,295
M0408,2024-06,243,7573.89,254,243
M0484,2024-11,8401,238740.23,8720,8401
M0374,2024-08,177,13223.89,187,177
M0150,2024-08,10564,784766.18,10897,10564
